id,image_name,objects,merchant_name,lat,lng,address,area_id,product_name,
10273,10273.jpg,"mr_twist,cheese_puff,no chips,sticks",MARIA STORE,23.8217925,90.3729315,"HOUSE-18,ROAD-2,BLOCK-3,SECTION-12,MIRPUR",5125,chips,
102738,102738.jpg,"no chips,sun",EMRAN STORE,23.8041243,90.3438463,"KAZIFURI,MIRPUR-1,DHAKA-1216",5131,chips,
102772,102772.jpg,"potato_crackers,no chips",RANI TEA STORE,23.7764683,90.370801,"H-33, R-2, SHER-E BANGLA NAGOR, DHAKA-1207.",1649,chips,
10304,10304.jpg,"curl,potato_crackers,sun,no chips",SUBARNA GENERAL STORE,23.8128137,90.3404146,"2/10,BOSHOTI HOUSING,MIRPUR,DHAKA-1216",5131,chips,
10312,10312.jpg,"mr_twist,cheese_puff,potato_crackers,kurkure",HAQUE GENERAL STORE,23.8015558,90.3624452,"15/1/1,L-G BOROBAG, MIRPUR-2",5136,chips,
103332,103332.jpg,"zeros,potato_crackers,no chips",MUKTA STORE,23.8398362,90.3673131,"BRINDABON BAZAR, PALLABI,MIRPUR-12,DHAKA-1216",1665,chips,
103397,103397.jpg,"mr_twist,no chips",MAHIM TELECOM,23.8175454,90.3564183,"R-28/KA, P-5, R/A RUPNAGAR, MIRPUR, DHAKA-1216",5129,chips,
10343,10343.jpg,"curl,no chips",RAKIB TEA STALL,23.8171173,90.3539338,"ROAD#5, BLOCK#A, SECTION#6, MIRPUR, DHAKA-1216",5129,chips,
103469,103469.jpg,"mr_twist,no chips",AL MADINA STORE,23.777945,90.3683368,"34/A, SHER-E BANGLA NAGOR, DHAKA-1207",1649,chips,
103499,103499.jpg,potato_crackers,MADARIPUR GENERAL STORE,23.8084003,90.357487,"ROAD-01, RUPNAGAR R/A, MIRPUR, DHAKA-1216",5129,chips,
10357,10357.jpg,"zeros,potato_crackers,no chips,ring",ISMA STORE,23.7966225,90.3631181,"HOUSE-1,ROAD-2,BOSHOTI HOUSSING,MIRPUR,DHAKA-1216",5136,chips,
103909,103909.jpg,"potato_crackers,no chips,zeros,sticks",BISMILLAH STORE,23.8139868,90.3559397,"HOUSE#35, ROAD#13, RUPNAGAR ABASHIK, MIRPUR, DHAKA-1216",5131,chips,
103941,103941.jpg,"zeros,potato_crackers,sun",BISMILLAH GENERAL STORE,23.8042589,90.3621728,"58/1, SENPARA PARBATA, MIRPUR-10,DHAKA-1216",5136,chips,
10402,10402.jpg,"sun,no chips,potato_crackers,curl,zeros,alooz,kurkure",A. T. S  TRADERS,23.8104076,90.3619014,HOUSE 2. ROAD 14 . BLOCK -D . MIRPUR 6. 1216,1584,chips,
104088,104088.jpg,zeros,NASRIN GENERAL STORE,23.8131266,90.3572743,"ROAD NO-11, RUPNAGAR ABASHIK AREA, MIRPUR, DHAKA-1216",5129,chips,
10409,10409.jpg,"mr_twist,potato_crackers,no chips",NUBAH GEN. STORE,23.8108906,90.3631138,"H-4, R-16, B-D, SECTION-6, PALLABI, MIRPUR, DHAKA",5129,chips,
104132,104132.jpg,"mr_twist,zeros,potato_crackers,no chips",SADIA GENERAL STORE,23.8006165,90.3567429,"1-E, 3/18, KALWALAPARA, MIRPUR -1, DHAKA -1216",5135,chips,
10415,10415.jpg,"mr_twist,no chips",AKASH STORE,23.811652,90.3610738,"01, ROAD-8, BLOCK-D, MIRPUR-6, 1216",5129,chips,
104151,104151.jpg,"potato_crackers,no chips,sticks",MAYER DOWA STORE,23.7778495,90.3689135,"23/1, SHER-E BANGLA NAGOR, DHAKA-1207",1649,chips,
10418,10418.jpg,"mr_twist,zeros,no chips,potato_crackers",SHAH ALI GEN. STORE,23.818985,90.373458,"SECTION-11, BLOCK-B, 4NO OYABDA, PALLABI, MIRPUR",5128,chips,
104236,104236.jpg,"curl,zeros,no chips,ring",KHAN CONFECTIONERY,23.7987584,90.3560303,"HOUSE NO-139,MOSJID MADRASHA ROAD,SHAH ALI BAGH,MIRPUR -1,DHAKA -1216",5135,chips,
104425,104425.jpg,"no chips,sun,alooz,sticks",SAJU STORE,23.8078891,90.3559654,"1/1, HAZI ROAD, RUPNAGAR, MIRPUR, DHAKA-1216",5129,chips,
104573,104573.jpg,"zeros,no chips",MRIDUL TEA STORE,23.7968617,90.3567054,"111/1,MOSJID GOLI, SHAH ALI BAGH,MIRPUR -1,DHAKA -1216",5135,chips,
104853,104853.jpg,"mr_twist,potato_crackers,no chips",MOHAMMADIA STORE,23.8208612,90.3556544,"5/110, RUPNAGAR TINSED , RUPNAGAR, MIRPUR, DHAKA-1216",5129,chips,
104892,104892.jpg,"zeros,no chips,sun",ASHISH GEN. STORE,23.8488873,90.37059,"SEC-12,MIRPUR DOHS, PALLABI MIRPUR DHAKA 1216",1665,chips,
104916,104916.jpg,"potato_crackers,no chips,kurkure",SULAIMAN GENERAL STORE,23.811325,90.35677,"7/30, RUPNAGAR RESIDENTIAL AREA, MIRPUR, DHAKA-1216",5129,chips,
10500,10500.jpg,"sun,mr_twist,potato_crackers,no chips,sticks,cheese_puff",NITTOPONNO,23.7980599,90.3543652,"329, SOUTH PAIKPARA, MIRPUR-1, DHAKA-1216.",5135,chips,
105053,105053.jpg,"ring,mr_twist,no chips,sticks",NUR TEA STORE,23.8138017,90.3569002,"H-33,R-12,RUPNAGAR R/A,MIRPUR, DHAKA -1216",5129,chips,
105083,105083.jpg,"potato_crackers,alooz",BISMILLAH TEA STORE,23.7845101,90.3676895,"SOUTH PRIERBAG,MIRPUR,DHAKA.",5136,chips,
105147,105147.jpg,"mr_twist,potato_crackers,no chips,kurkure",RIPA STORE,23.8034511,90.3445757,"HOUSE-23/5,ROAD-7,BLOCK-H,MIRPUR-1,DHAKA-1216",5131,chips,
10517,10517.jpg,"potato_crackers,no chips",TASNIM DEPARTMENT STORE,23.7850371,90.3674516,"PAKA MOSQUE 60FIT, MIRPUR, DHAKA-1216",5136,chips,
105232,105232.jpg,"potato_crackers,no chips",MIM TELECOM AND LAUNDRY,23.7849575,90.3696681,"145/5/A, LAKE VIEW 3 NO ROAD, DOKHIN PIRERBAG, MIRPUR,DHAKA-1216",5136,chips,
105321,105321.jpg,"sticks,zeros,no chips,ring",MADHU TEA STORE,23.7851312,90.3681332,"218,SOUTH PRIERBAG,AMTULA,MIRPUR,DHAKA -1216.",5136,chips,
105333,105333.jpg,"zeros,potato_crackers",DUI KONNA STORE,23.8037933,90.344356,"7H,5/9,KAZIFURI,GUDARAGAT,MIRPUR-1,DHAKA-1216",5131,chips,
105348,105348.jpg,"no chips,sticks",JANANI STORE,23.8077975,90.3566723,"H-5,AVENUE -3,HAZI ROAD,RUPNAGAR, MIRPUR-2,DHAKA-1216",5129,chips,
105533,105533.jpg,potato_crackers,SADIYA TEA STORE,23.8126984,90.3575263,"R-9, RUPNAGAR R/A, MIRPUR,  DHAKA-1216",5129,chips,
105633,105633.jpg,potato_crackers,FOYEZ TEA STORE,23.7854442,90.3709527,"151, MUKTI HOUSING, PIRERBAG, MIRPUR, DHAKA",5136,chips,
10574,10574.jpg,"sun,mr_twist,no chips,curl,kurkure",A TO Z BD,23.7891304,90.3689094,"136, SOUTH PERBAG, MIRPUR, DHAKA-1216",5136,chips,
106120,106120.jpg,"zeros,no chips",ISMAIL STORE,23.8136016,90.3571508,"ROAD-12,SHIALBARI BOSTI,RUPNAGAR R/A,MIRPUR, DHAKA-1216",5129,chips,
106174,106174.jpg,"kurkure,no chips,sticks",MA BABAR DUA STORE,23.8034489,90.3445781,"KAZIFURI,ROAD-1,BLOCK-A,MIRPUR-1,DHAKA-1216",5131,chips,
106184,106184.jpg,"potato_crackers,no chips",SUNNY STORE,23.8145335,90.3570971,"19/3, RUPNAGAR BOSTI,ROJONIGONDHA MARKET,MIRPUR, DHAKA-1216",5129,chips,
106194,106194.jpg,"potato_crackers,no chips",FATEMA STORE,23.8145806,90.3570456,"ROAD-19/3, SIALBARI BOSTI, RUPNAGAR R/A, MIRPUR, DHAKA-1216",5129,chips,
106228,106228.jpg,zeros,KHANDAKAR TELECOM & STORE,23.8189758,90.3562139,"R-32,H-24,RUPNAGAR R/A,MIRPUR, DHAKA -1216",5129,chips,
106231,106231.jpg,potato_crackers,SANJU TEA STORE,23.8128033,90.3574119,"ROAD-9, HOUSE-21, SIALBARI, RUPNAGAR, MIRPUR, DHAKA-1216",5129,chips,
106391,106391.jpg,"curl,no chips,kurkure",RUHUL STORE,23.8087868,90.3557374,"BALUR MATH, ESTERN HOUSING, RUPNAGAR, MIRPUR, DHAKA-1216",5129,chips,
106443,106443.jpg,"no chips,kurkure",MASUD RANA STORE,23.8070122,90.3548723,"5/6, SIALBARI, JHILPAR BOSTI, HAZI ROAD, MIPRUR, DHAKA-1216",1584,chips,
106457,106457.jpg,"potato_crackers,no chips",RASEL STORE,23.8069467,90.3550701,"HAZI ROAD, MIRPUR-2, DHAKA-1216",1584,chips,
106511,106511.jpg,"curl,zeros,no chips,alooz",JOY GENARAL STORE,23.805682,90.3554121,"ROAD-11, DUIP R/A, MIRPUR-2, DHAKA-1216",1584,chips,
106514,106514.jpg,"curl,no chips,ring",MAHIM STORE,23.7994654,90.3482448,"ROAD:13,SOUTH BISIL,MIRPUR-1,DHAKA-1216",5131,chips,
106537,106537.jpg,"potato_crackers,no chips",HALIM STORE,23.8069859,90.3546414,"ROAD-9, HOUSE-22, SIALBARI, RUPNAGAR R/A, MIRPUR, DHAKA-1216",1584,chips,
106549,106549.jpg,"mr_twist,no chips",GAZI TEA STORE,23.8057891,90.3552785,"DUIP ABASHIK ELAKA, MIRPUR-02, DHAKA-1216",1584,chips,
106555,106555.jpg,"cheese_puff,no chips",SHAGOR STORE,23.8070174,90.3555176,"ROAD-04, BLOCK-B, MIRPUR-2, DHAKA-1216",1584,chips,
106630,106630.jpg,"potato_crackers,zeros,no chips,ring",ADIBA STORE,23.7984755,90.3490956,"8/KA,ROAD-13,NORTH BISIL,MIRPUR-1,DHAKA-1216",5131,chips,
10664,10664.jpg,"zeros,no chips,alooz,kurkure",NUR STORE,23.8090454,90.3730097,"HOUSE-8, BLOCK-B, ROAD-17, MIRPUR-10, DHAKA-1216",5126,chips,
106642,106642.jpg,"zeros,no chips",SAIFUL STORE,23.8229145,90.3809045,"B-C, BAONIABADH,MIRPUR-12,PALLABI, DHAKA 1216",5128,chips,
106680,106680.jpg,"mr_twist,potato_crackers,no chips,alooz",SAURABH TEA STORE,23.8054849,90.3555221,"ROAD-11, HOUSE-11, SHOP-3, DUIP RESIDENTIAL AREA, MIRPUR -2, DHAKA-1216",1584,chips,
106823,106823.jpg,"mr_twist,no chips,sticks",MUHIN GENERAL STORE,23.8199659,90.3819119,"SEC-12,B-E,BAONIABAD PALLABI MIRPUR DHAKA 1216",5128,chips,
10685,10685.jpg,"zeros,potato_crackers,no chips,sticks",POINT T STALL,23.8073048,90.3588018,"SECTION -2 ,BLOCK-G, ROAD-1, MIRPUR, DHAKA-1216",1584,chips,
107044,107044.jpg,"potato_crackers,no chips,kurkure",KAJAL STORE,23.8154975,90.3570928,"ROAD-19/3, SIALBARI BOSTI, RUPNAGAR R/A, MIRPUR, DHAKA-1216",5129,chips,
107137,107137.jpg,"curl,no chips,alooz",ALAMIN STORE,23.8447413,90.3887368,"KALIBARI,MANIKDI,MIRPUR,DHAKA 1216",1665,chips,
107192,107192.jpg,"no chips,kurkure",HARUN STORE,23.8152049,90.3568032,"ROAD-19/3, SIALBARI BOSTI, RUPNAGAR R/A, MIRPUR, DHAKA-1216",5129,chips,
107297,107297.jpg,"potato_crackers,no chips",SOHEL STORE,23.8087738,90.355704,"ROAD-01,  LINK ROAD,  RUPNAGAR R/A, MIRPUR, DHAKA-1216",5129,chips,
107318,107318.jpg,"potato_crackers,no chips,detos,alooz",BISMILLAH STORE,23.8050969,90.3733,"14/15,ROAD NO -08, SENPARA PARBATA, MIRPUR -10,DHAKA-1216",1588,chips,
107412,107412.jpg,"mr_twist,potato_crackers,no chips,ring,zeros,kurkure",MA ENTERPRISES,23.8004924,90.3472727,"ROAD-7,NORTH BISIL,MIRPUR-1,DHAKA-1216",5131,chips,
107448,107448.jpg,"no chips,sticks",VAI BON GENERAL STORE,23.800535,90.3466688,"PLOT-34,ROAD-2,KUSUM BAG ABASIK ELAKA,NORTH BISIL,MIRPUR-1,DHAKA-1216",5131,chips,
107496,107496.jpg,"mr_twist,no chips,detos,alooz",VIP TEA STORE,23.8126094,90.356642,"SHOP NO-8,9,R-10,P-2,NOAKHALI COMPLEX, RUPNAGAR R/A,MIRPUR, DHAKA-1216",5129,chips,
107518,107518.jpg,zeros,ALAM STORE,23.8159705,90.3561584,"ROAD-22, HOUSE-56, RUPNAGAR R/A, MIRPUR, DHAKA-1216",5129,chips,
107569,107569.jpg,"potato_crackers,no chips,sticks",IBRAHIM STORE,23.8354367,90.3774283,"SHAGUPTA,DOHS MOR,MIRPUR-12,MIRPUR DHAKA-1216",1665,chips,
10804,10804.jpg,"mr_twist,potato_crackers,no chips,alooz,kurkure",JANANI GEN. STORE,23.8224324,90.372735,"SEC-12/E, ROAD-5,RUPNAGAR, PALLABI, MIRPUR",5125,chips,
108105,108105.jpg,"mr_twist,no chips,alooz",BABUL STORE,23.8056395,90.3553967,"R-10, H-21, NEW A BLOCK, DUIP R/A, MIRPUR-2, DHAKA-1216",1584,chips,
108144,108144.jpg,"potato_crackers,no chips",SHARMIN TEA STORE,23.8102362,90.356521,"ROAD-09, RUPNAGAR R/A, MIRPUR, DHAKA-1216",5129,chips,
108152,108152.jpg,mr_twist,NIROB STORE,23.8214531,90.3813796,"B-E, KALABAGAN, BAONIYABADH PUKURPAR SEC-11 PALLABI DHAKA 1216",5128,chips,
108211,108211.jpg,"potato_crackers,no chips,cheese_puff,curl,ring",MOLLA GENERAL STORE,23.8055015,90.3658808,"ROAD-29/2, BLOCK -KA, SECTION -06, MIRPUR,DHAKA-1216",5136,chips,
108242,108242.jpg,"zeros,no chips,kurkure",SIKDER GENERAL STORE,23.8006011,90.3472018,"PLOT-34,ROAD-2,KUSUMBAG ABASIK ELAKA,NORTH BISIL,MIRPUR-1,DHAKA-1216",5131,chips,
10838,10838.jpg,"no chips,cheese_puff,curl,zeros,ring",HALIMA GEN. STORE,23.8226852,90.3727056,"12/E,PLOT-28, PALLABI, MIRPUR, DHAKA-1216",5125,chips,
10856,10856.jpg,mr_twist,PURNO ENTERPRISE,23.7883596,90.3474852,"26/D/B, 1ST COLONY, LALKUTHI BAZAR, MIRPUR-1, DHAKA-1216",5133,chips,
108616,108616.jpg,"potato_crackers,no chips",MAYER DUA TEA STORE,23.800585,90.345872,"ROAD-2,KUSUMBAG ABASIK,MIRPUR-1,DHAKA-1216",5131,chips,
108895,108895.jpg,"zeros,no chips",RIYAD STORE,23.8165057,90.3591573,"ARAMBAG, 6NO ROAD, MIRPUR-7, DHAKA-1216",5129,chips,
10903,10903.jpg,"sun,mr_twist,potato_crackers,no chips,sticks,ring",GDCL SUPER SHOP,23.8226852,90.3727056,"HOUSE-6, ROAD-12/2, BLOCK-E, PALLABI, MIRPUR-12,DHAKA-1216",5125,chips,
109070,109070.jpg,"cheese_puff,potato_crackers",HABIB STORE,23.8073912,90.3552967,"HAJI ROAD, JHILPAR BOSTI, MIRPUR, DHAKA-1216",5129,chips,
109125,109125.jpg,"potato_crackers,no chips",KABIR STORE,23.8076559,90.3794695,"HOUSE-18, LINE -06, BLOCK -C, MIRPUR -13,DHAKA-1216",5127,chips,
109138,109138.jpg,"sun,potato_crackers,no chips,cheese_puff,kurkure",TABASSUM STORE,23.8110458,90.3609586,"R-4,JHILPAR BOSTI,ARAMBAG,MIRPUR-7,DHAKA-1216",5129,chips,
109146,109146.jpg,"no chips,kurkure",SHIRIN TEA STORE,23.8005806,90.3458638,"ROAD-2,KUSUMBAG ABASIK,MIRPUR-1,DHAKA-1216",5131,chips,
109223,109223.jpg,"potato_crackers,no chips",SUMAIYA STORE,23.8004675,90.3455738,"ROAD-2,KUSUMBAG ABASIK,MIRPUR-1,DHAKA-1216",5131,chips,
109271,109271.jpg,"kurkure,no chips,sticks",NUPUR JHUMUR TEA STORE,23.7952759,90.3593156,"238/1/F,MADINA MONJIL,SOLIMUDDIN MARKET, AHMEDNAGAR,PAIKPARA, MIRPUR -1, DHAKA -1216",5135,chips,
10955,10955.jpg,"sticks,no chips,kurkure",MAYER DOA TRADERS,23.8051965,90.3512665,HOUSE 20. ROAD 10. BLOCK NEW C . MIRPUR 1. 1216,5131,chips,
109560,109560.jpg,"mr_twist,potato_crackers,no chips,curl,zeros,alooz",AFTAB DEPARTMENTAL STORE,23.8106954,90.3786869,"17 NO  22 TEKI,HAZI ALI HOSSAIN ROAD, MIRPUR -13,DHAKA-1216",5127,chips,
109572,109572.jpg,potato_crackers,SOPON TEA STORE,23.8270687,90.3709091,"BLOCK-C,MIRPUR-12,DHAKA_1216",5125,chips,
109637,109637.jpg,"mr_twist,no chips,zeros,alooz,kurkure",SHAHJAHAN STORE-2,23.8154768,90.3604779,"1/72, BLOCK-E, CHOLONTIKA ABASHIK ALAKA, MIRPUR -7, DHAKA-1216",5129,chips,
109668,109668.jpg,potato_crackers,NAJIR STORE,23.7927092,90.3611273,"174/1/K,AHMED NAGAR,PAIKPARA,(HABUL ER PUKUR PAR),MIRPUR -1,DHAKA -1216",5135,chips,
109856,109856.jpg,potato_crackers,MAYER DOYA STORE,23.8023896,90.3639487,"66 BOROBAG, MIRPUR,DHAKA-1216.",5136,chips,
109865,109865.jpg,"mr_twist,potato_crackers,no chips,sticks,zeros,detos,alooz,kurkure",TAYEBA STORE,23.8202775,90.3804275,"SEC-11,B-B,BAONIABAD PALLABI MIRPUR DHAKA 1216",5128,chips,
109901,109901.jpg,"mr_twist,potato_crackers,no chips,zeros,alooz,ring",BISMILLAH ENTERPRISE,23.8205415,90.3803763,"SECTION-11, BOUNIABADH BAZAR, PALLABI,MIRPUR,DHAKA-1216.",5128,chips,
109930,109930.jpg,"mr_twist,potato_crackers,no chips,ring",SUMON STORE,23.8010009,90.364534,"752 MONIPUR, MIRPUR, DHAKA -1216.",5136,chips,
109969,109969.jpg,"zeros,no chips",KALON STORE,23.8158442,90.3585562,"R-38,BLOCK-TA,BAREKER BOSTI,MIRPUR-6,DHAKA-1216",5129,chips,
110073,110073.jpg,"potato_crackers,no chips",KISHORGANJ GENERAL STORE,23.820341,90.3798742,"BAUNIABADH BAZAR ROAD MIRPUR,11 DHAKA -1216",5128,chips,
110108,110108.jpg,"zeros,no chips,kurkure",BILLAL TEA STORE,23.799949,90.347286,"ROAD-7,NORTH BISIL,MIRPUR-1,DHAKA-1216",5131,chips,
110225,110225.jpg,potato_crackers,NAYON SHOTOTA PAN BITAN,23.8202948,90.379876,"BAUNIABADH,B-B,17/12, PALLABI, MIRPUR, DHAKA-1216.",5128,chips,
110251,110251.jpg,"potato_crackers,no chips,ring",SUMAIYA ENTERPRISE,23.8203445,90.3804123,"BAUNIABADH BAZAR ROAD, LINE-1,POKURPAR,MIRPUR-11,PALLABI,DHAKA-1216",5128,chips,
11028,11028.jpg,"curl,no chips,alooz",ARIF GENERAL STORE,23.7962376,90.361601,27/A AHAMMED NOGUR MIRPUR-1 DHAKA-1216,5136,chips,
11029,11029.jpg,"mr_twist,cheese_puff,no chips,kurkure",R.B CENTER,23.8217758,90.3727072,"HOUSE-3, BLOCK-E, SECTION-12, MIRPUR, PALLABI, DHAKA.",5125,chips,
110386,110386.jpg,"mr_twist,potato_crackers,no chips,curl,ring",RUPA STORE,23.8008942,90.3480283,"NORTH BISIL,SARENG BARI,NOTUN RASTA, MIRPUR-1, DHAKA-1216",5131,chips,
110455,110455.jpg,"potato_crackers,no chips",MAHIMA STORE,23.8137827,90.3584728,"SECTION-6, BLOCK-TA, JHILPAR BOSTI, MIRPUR, DHAKA-1216",5129,chips,
110466,110466.jpg,"cheese_puff,potato_crackers,no chips",BISMILLAH SIAM  STORE,23.8137147,90.3585725,"R-34, BLOCK- TA, MIRPUR-6, DHAKA-1216",5129,chips,
110631,110631.jpg,"no chips,ring",ARIF STORE,23.7963093,90.3615105,"27/2,  JONAKI ROAD, MIRPUR -1 DHAKA -1216",5135,chips,
110665,110665.jpg,"zeros,no chips",DILU STORE,23.7542153,90.3865532,"ROAD-7,NORTH BISIL,MIRPUR-1,DHAKA-1216",1661,chips,
110701,110701.jpg,"potato_crackers,no chips,kurkure,cheese_puff,ring",MOKKA STORE,23.7952346,90.3616866,"68, CHYA NIR JONAKI ROAD AHMEDNAGAR MIRPUR DHAKA -1216",5135,chips,
110724,110724.jpg,"potato_crackers,no chips,sticks",BIPLOB TEA STORE,23.7992388,90.3465488,"ROAD-6,NORTH BISIL,MIRPUR-1,DHAKA-1216",5131,chips,
110943,110943.jpg,"no chips,sticks",ATIK STORE,23.8145901,90.3590209,"ROAD-38, BLOCK-TA, SECTION-6, MIRPUR, DHAKA-1216",5129,chips,
111114,111114.jpg,"zeros,potato_crackers",PARUL STORE,23.811514,90.3891976,"5NO, WEST BASHANTEK BAZAR,CONT,DHAKA-1206.",1619,chips,
111169,111169.jpg,"potato_crackers,no chips,sticks",SALIM STORE,23.8154199,90.3611684,"CHOLONTIKA BOSTI, SECTION-6, MIRPUR, DHAKA-1216",5129,chips,
111297,111297.jpg,"potato_crackers,no chips,sun",BINI STORE,23.8127579,90.3599446,"ROAD-35, SECTION-6, BLOCK-TA, MIRPUR, DHAKA-1216",5129,chips,
111315,111315.jpg,"kurkure,no chips,ring",MAGURA TEA STALL,23.8127604,90.3598077,"H-109/1,R-6, B-TA, SEC-6,MIRPUR, DHAKA -1216",5129,chips,
111328,111328.jpg,potato_crackers,FAHAD STORE,23.8124743,90.3595733,"SECTION-6, BLOCK-TA, MIRPUR, DHAKA-1216",5129,chips,
111341,111341.jpg,"potato_crackers,sun",MUNNI STORE,23.8111052,90.3888911,"4/2, WEST BASHANTEK, CONT. DHAKA.",1619,chips,
111407,111407.jpg,"no chips,ring",RAISHA MAISHA STORE,23.7997846,90.347966,"ROAD-8,NORTH BISIL,MIRPUR-1,DHAKA-1216",5131,chips,
111661,111661.jpg,"no chips,sun",LAMISHA FURNITURE,23.8123296,90.3611141,"6-D, 20-1/1, MIRPUR, DHAKA-1216",5129,chips,
111691,111691.jpg,"cheese_puff,zeros,no chips",SANI STORE,23.8123853,90.3612557,"6-D, 20-1/2, MIRPUR, DHAKA-1216",5129,chips,
111732,111732.jpg,"zeros,no chips",SOLAIMAN STORE,23.8387949,90.3866249,"PARBAT NAGAR, BAIGERTEK, DHAKA CANTONMENT,DHAKA-1206.",1619,chips,
111789,111789.jpg,"mr_twist,zeros,no chips",SIFAT GENERAL STORE,23.8120466,90.3626244,"HOUSE-15, BLOCK- D, ROAD-6, MIRPUR,  DHAKA-1216",5129,chips,
111793,111793.jpg,"no chips,sun",RAHAT TEA STORE,23.8121277,90.3626056,"HOUSE-16, ROAD-20, BLOCK-D, SECTION-6, MIRPUR, DHAKA-1216",5129,chips,
111831,111831.jpg,"zeros,no chips",JAHANGIR STORE,23.8158776,90.3591095,"R-38,B-TA, BAREKER BOSTI, MIRPUR-6, DHAKA-1216",5129,chips,
111860,111860.jpg,"mr_twist,potato_crackers,no chips,alooz",SHIKDAR STORE,23.7972652,90.3588018,"37/B -1 SHA ALIBAG , MIRPUR -1 DHAKA -1216",5135,chips,
111984,111984.jpg,potato_crackers,SAIFUL STORE,23.7984004,90.3540683,"1/D, 1/12, KALWALAPARA  MIRPUR DHAKA -1216",5135,chips,
112166,112166.jpg,alooz,ROFIK TEA STALL,23.7791047,90.3656619,"KAZI OFFICE, 2 NO ROAD, MIRPUR, DHAKA-1216",1649,chips,
112262,112262.jpg,"no chips,detos",BRISTI STORE,23.8239436,90.3648119,"SEC-11, B-A,PALLABI MIRPUR ,DHAKA -1216",5125,chips,
112297,112297.jpg,"potato_crackers,no chips,sticks,cheese_puff,alooz,kurkure",ABUL TEA STORE,23.8090903,90.3712857,"BAUNIABADH BAZAR SECTION -11, MIRPUR, DHAKA 1216",5126,chips,
